,url,autor,fecha,titulo,subtitulo,resumen,tags
10,https://www.pagina12.com.ar/autores/262988-walter-mignolo,No se pudo obtener el autor,No se pudo obtener la fecha,Walter Mignolo,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
11,https://www.pagina12.com.ar/530008-asalto-fallido-a-un-avion-en-el-aeropuerto-de-santiago-de-ch,No se pudo obtener el autor,2023-03-08,Asalto fallido a un avión en el aeropuerto de Santiago de Chile,La aeronave de Latam cargaba 32 milones de dólaes ,Un asaltante y un guardia de seguridad murieron en el intento de robo. Nueve delicuentes huyeron pero no pudieron hacerse del botín.,"['Chile', 'Gabriel Boric', 'intento de robo', 'Chile', 'Gabriel Boric', 'intento de robo']"
12,https://www.pagina12.com.ar/529998-8-m-homenaje-bonaerense-a-estela-de-carlotto-y-las-abuelas-d,No se pudo obtener el autor,2023-03-08,8M: Homenaje bonaerense a Estela de Carlotto y las Abuelas de Plaza de Mayo,El acto fue convocado por organismos de la comunidad judicial,,[]
13,https://www.pagina12.com.ar/suplementos/radar,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
14,https://www.pagina12.com.ar/528229-el-rescate-del-disco-perdido-de-un-grupo-de-la-segunda-gener,No se pudo obtener el autor,2023-03-05,El rescate del disco perdido de un grupo de la segunda generación del punk argentino,"Treinta y cinco años después de su separación, Descontrol finalmente edita en vinilo su único disco, grabado a fines de 1987","Ausentes del compilado Invasión ’88, se terminaron separando sin llegar a trascender ni dejar testimonio discográfico de su existencia... hasta ahora. Primer grupo de Ariel Minimal, compañeros de generación de Attaque 77 y Sentimiento Incontrolable, la edición permite reconstruir su parte de la historia. ","['punk argentino', 'Attaque 77', 'Ariel Minimal', 'punk argentino', 'Attaque 77', 'Ariel Minimal']"
15,https://www.pagina12.com.ar/autores/840-guadalupe-treibel,No se pudo obtener el autor,No se pudo obtener la fecha,Guadalupe Treibel,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
16,https://www.pagina12.com.ar/528303-el-capitalismo-de-la-ley-del-99-por-ciento-para-el-1-por-cie,No se pudo obtener el autor,2023-03-05,"El capitalismo de la ley del ""99 por ciento para el 1 por ciento""",La oposición de Juntos por el Cambio profundiza su sesgo contrario al interés de las mayorías,La postura adoptada por la coalición liderada por Mauricio Macri en torno a los  proyectos para crear universidades en el Interior y en el debate por la  moratoria previsional desnuda su visión sobre la precariedad social.,"['Juntos por el cambio', 'moratoria previsional', 'Capitalismo', 'Universidades Nacionales', 'Juntos por el cambio', 'moratoria previsional', 'Capitalismo', 'Universidades Nacionales']"
17,https://octubretv.com/videos/artistas-argentinos/marcia-schvartz/,No se pudo obtener el autor,No se pudo obtener la fecha,Access denied,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
18,https://carasycaretas.org.ar/web-stories/teatro-colon/,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
19,https://www.pagina12.com.ar/372547-un-minuto-y-medio-no-se-le-niega-a-nadie-maria-onetto,No se pudo obtener el autor,2021-11-22,Un Minuto y medio no se le niega a nadie | María Onetto,Ciclo de textos leidos,,[]
20,https://www.pagina12.com.ar/530037-8-m-en-jujuy-el-gobierno-provincial-reprimio-a-las-mujeres,No se pudo obtener el autor,2023-03-09,8M en Jujuy: el gobierno provincial reprimió a las mujeres  ,Frente a la casa de gobierno ,"Las manifestantes responsabilizaron al gobernador Gerardo Morales y cuestionaron que hayan enviado a mujeres policías para reprimir la marcha, en la que se denunció la falta de acceso a la justicia y de presupuesto para prevenir la violencia de género. ","['Día Internacional de las mujeres', 'Jujuy', 'Gerardo Morales', 'Día Internacional de las mujeres', 'Jujuy', 'Gerardo Morales']"
21,https://www.pagina12.com.ar/opinion,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
22,https://www.pagina12.com.ar/528154-soci-s-de-pagina-12-presento-ciclo-charlas-julian-varsavsky-,No se pudo obtener el autor,2023-03-02,[email protected] de Página/12 presentó: Ciclo charlas | Julián Varsavsky: Uber vs. Didi,Reviví la charla completa   ,François Jullien y el concepto de eficacia en las cosmovisiones china y occidental. Tao y tecno-capitalismo neoconfuciano ,[]
23,https://www.pagina12.com.ar/suplementos/cash,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
24,https://www.pagina12.com.ar/secciones/deportes,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
25,https://www.pagina12.com.ar/529885-el-8-m-del-pro-joaquin-de-la-torre-tambien-pidio-cerrar-el-m,Por Luca Fernández,2023-03-08,El 8M del PRO: Joaquin De la Torre también pidió cerrar el Ministerio de la Mujer,"El candidato de Bullrich, en sintonía con Rodríguez Larreta","El precandidato a gobernador bonaerense quiere ""destinar esa plata en la guerra contra el narcotráfico"". El alcalde porteño, había declarado lo mismo ayer. ","['Joaquín de la Torre', '#DíaInternacionaldelaMujer', 'Campo', 'Joaquín de la Torre', '#DíaInternacionaldelaMujer', 'Campo']"
26,https://www.pagina12.com.ar/527823-lujo-oriental-clasicos-de-miyazaki-en-cartel,Por Guadalupe Treibel,2023-03-03,Lujo oriental: clásicos de Miyazaki en cartel,COSAS VEREDES,"Hasta fines de abril, sigue el “Ghibli Fest”, ciclo que permite ver en pantalla grande joyas de la filmografía del director y guionista Hayao Miyazaki, creador de algunas de las heroínas más memorables del cine animado. ",[]
27,https://www.pagina12.com.ar/secciones/salta12,No se pudo obtener el autor,No se pudo obtener la fecha,Salta12,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
28,https://www.pagina12.com.ar/523155-asoma-el-holocausto-nuclear-detras-de-la-guerra-rusia-ucrani,No se pudo obtener el autor,2023-02-11,Asoma el holocausto nuclear detrás de la guerra Rusia - Ucrania,¿Adiós a Europa?,"El reconocido sociólogo portugués explica cómo el continente con más muertes en conflictos bélicos en los últimos cien años, se encamina hacia uno aún más fatal. Como en la década de 1930, la apología del fascismo se hace en nombre de la democracia y la apología de la guerra se hace en nombre de la paz.","['Conflicto Rusia Ucrania', 'Conflicto Rusia Ucrania']"
29,https://www.pagina12.com.ar/529477-un-ministro-pidio-romper-la-persecucion-contra-cristina-y-no,No se pudo obtener el autor,2023-03-07,"Un ministro pidió ""romper la persecución contra Cristina"" y no descartó una candidatura","""La pueden proscribir como a Lula"", dijo Santiago Maggiotti","El titular de la cartera de Desarrollo Territorial y Hábitat afirmó que el Frente de Todos se debe mantener unido. ""Cristina se puede anotar como candidata, pero al día la Justicia la proscribirá"", señaló. Además, apuntó a la oposición.","['Cristina Kirchner', 'Cristina Kirchner']"
30,https://www.pagina12.com.ar/529978-vigilia-en-apoyo-a-cristina-kirchner,No se pudo obtener el autor,2023-03-09,Vigilia en apoyo a Cristina Kirchner,"Concentración en Tribunales, horas antes la lectura del fallo que decidió proscribirla","En el marco de que el Tribunal Oral Federal Nª 2, que juzgó y condenó a la Vicepresidenta y otros imputados en la llamada ‘causa Vialidad’, dará a conocer este jueves los fundamentos de su veredicto y se abrirá durante diez días hábiles la etapa para presentar las apelaciones ante la Cámara Federal de Casación","['Cristina Fernández de Kirchner', 'Causa Vialidad', 'Cristina Fernández de Kirchner', 'Causa Vialidad']"
31,https://www.pagina12.com.ar/524358-espana-devuelve-a-las-menores-de-16-y-17-anos-su-derecho-int,No se pudo obtener el autor,2023-02-16,España devuelve a las menores de 16 y 17 años su derecho interrumpir su embarazo sin tutelas,Sí del Congreso a la ley del aborto,"La ampliación de los derechos sexuales y reproductivos de las mujeres fue aprobada con 185 votos a favor, 154 en contra y ninguna abstención en un debate. Parte de la derecha que interrumpió en diversos momentos la intervención de la ministra de Igualdad, Irene Montero.","['Aborto', 'España', 'Aborto', 'España']"
32,https://www.pagina12.com.ar/524392-espana-sanciona-ley-de-identidad-de-genero,No se pudo obtener el autor,2023-02-16,España sanciona ley de identidad de género,Permitirá el cambio registral solo con la voluntad libremente expresada,"La mayoría del Congreso español aprobó la norma impulsada por el Ministerio de Igualdad que contempla la despatologización de las personas trans, ya que habilita la realización del trámite en el Registro Civil sin necesidad de hormonación, operación ni presentación de un certificado médico desde los 16 años. Asimismo, prohíbe las terapias de conversión y elimina la obligatoriedad a las parejas de mujeres lesbianas y bisexuales de casarse para poder inscribir a sus hijos como propios.","['España', 'Identidad de Género', 'Ley de identidad de género', 'España', 'Identidad de Género', 'Ley de identidad de género']"
33,https://www.pagina12.com.ar/529844-las-divergencias-en-torno-a-las-leyes-trans-y-del-solo-si-es,No se pudo obtener el autor,2023-03-08,"Las divergencias en torno a las leyes trans y del ""solo sí es sí"" marcan el 8M en España",La lucha feminista en la actual coyuntura política,"La brecha abierta en el movimiento por las posturas encontradas sobre las normas, que hoy parecen irreconciliables, ha polarizado como nunca antes debates que ya estaban en el feminismo desde hace décadas.",[]
34,https://www.pagina12.com.ar/530012-clausuran-varios-centros-de-estetica-portenos-por-ejercicio-,No se pudo obtener el autor,2023-03-08,Clausuran varios centros de estética porteños por ejercicio ilegal de la medicina,Los empleados no contaban con título habilitante,"Se secuestraron varios equipos prohibidos para su utilización por parte del ANMAT, como así también otros que no poseían autorización.","['CABA', 'CABA']"
35,https://www.pagina12.com.ar/secciones/audiovisuales,No se pudo obtener el autor,No se pudo obtener la fecha,Audiovisuales,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
36,https://www.pagina12.com.ar/528963-lali-en-velez-una-muneca-de-culo-sismico-encendiendo-motores,Por Camila Caamaño,2023-03-05,Lali Espósito en Vélez: una gaucha pop de carisma sísmico encendiendo motores,"Cantó, bailó y dominó el tiempo en el José Amalfitani, ante 50 mil personas",,"['Lali Espósito', 'Vélez Sarsfield', 'Lali Espósito', 'Vélez Sarsfield']"
37,https://www.pagina12.com.ar/530039-quintela-define-las-principales-candidaturas-del-fdt-pj,No se pudo obtener el autor,2023-03-09,Quintela define las principales candidaturas del FDT-PJ,7M en La Rioja,El líder del peronismo riojano aspira a su reelección con la unidad de su partido. ,[]
38,https://www.pagina12.com.ar/529921-el-colon-abrio-su-temporada-con-resurreccion-parabola-de-un-,Por Santiago Giordano,2023-03-09,"El Colón abrió su temporada con ""Resurrección"", parábola de un moralismo insoportable",La puesta de Romeo Castellucci se estrenó en La Rural,"El espectáculo construído sobre la Sinfonía nº2 de Gustav Mahler apabulla e inmoviliza, porque apunta más a los sentidos que a la razón. Pero el enunciado resulta demasiado general, casi abstracto en su carencia de espesor histórico.","['Teatro Colón', 'Teatro Colón']"
39,https://www.pagina12.com.ar/529964-jorge-taiana-el-ejercito-no-va-a-realizar-tareas-de-segurida,No se pudo obtener el autor,2023-03-08,Jorge Taiana: “El Ejército no va a realizar tareas de seguridad sino de apoyo a la comunidad”,Urbanización en barrios populares de Rosario,,[]
40,https://www.pagina12.com.ar/529677-violencia-en-rosario-el-gobierno-mandara-al-ejercito-a-hacer,Por Luciana Bertoia,2023-03-08,Violencia en Rosario: el gobierno enviará al Ejército a hacer tareas de urbanización,Preocupación en organismos de derechos humanos,Desde la Casa Rosada resaltan que los efectivos no portarán armas y que la actividad que desarrollarán se definirá con la gobernación de Santa Fe y el municipio de Rosario. El CELS criticó el anuncio.,"['Alberto Fernández', 'Narcotráfico', 'Rosario', 'Derechos Humanos', 'Alberto Fernández', 'Narcotráfico', 'Rosario', 'Derechos Humanos']"
41,https://elplanetaurbano.com/2023/03/8m-en-el-planeta-urbano-mujeres-que-son-tapa-2/,No se pudo obtener el autor,2021-08-10,#8M en El Planeta Urbano: mujeres que son tapa,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
42,https://www.pagina12.com.ar/529990-chaco-for-ever-supero-en-los-penales-a-sarmiento-por-la-copa,No se pudo obtener el autor,2023-03-09,Chaco For Ever superó en los penales a Sarmiento por la Copa Argentina,El conjunto de la Primera Nacional accedió a los 16avos. de final,,"['Sarmiento de Junín', 'Copa Argentina', 'Sarmiento de Junín', 'Copa Argentina']"
43,https://www.pagina12.com.ar/530014-river-debuto-en-la-copa-argentina-con-una-goleada-ante-racin,No se pudo obtener el autor,2023-03-09,River debutó en la Copa Argentina con una goleada ante Racing de Córdoba,"Los tantos fueron convertidos por Borja, Beltrán y González Pirez",,"['River Plate', 'Racing de Córdoba', 'Copa Argentina', 'River Plate', 'Racing de Córdoba', 'Copa Argentina']"
44,https://www.pagina12.com.ar/529907-8-m-luchar-contra-el-genocidio-interminable,Por Lila María Feldman,2023-03-08,8M. Luchar contra el genocidio interminable,,,"['Paro de mujeres', 'Día Internacional de la Mujer', 'Paro de mujeres', 'Día Internacional de la Mujer']"
45,https://www.pagina12.com.ar/336994-musica-esencial-melina-sol,No se pudo obtener el autor,2021-04-21,Música Esencial: Melina Sol,Un ciclo donde lo esencial no es invisible a los ojos: la música ,,"['música esencial', 'música esencial']"
46,https://www.pagina12.com.ar/529014-liga-profesional-instituto-le-aguo-la-fiesta-a-independiente,Por Juan José Panno,2023-03-06,Liga Profesional: Instituto le aguó la fiesta a Independiente en Avellaneda,El equipo de Stillitano ganaba 2 a 0 y los cordobeses se lo empataron ,"Los hinchas, decepcionados, despidieron al equipo de Stillitano con silbidos. El Rojo sigue sin poder ganar en su cancha en lo que va del torneo.","['Liga Profesional 2023', 'Club Atlético Independiente', 'Instituto de Córdoba', 'Liga Profesional 2023', 'Club Atlético Independiente', 'Instituto de Córdoba']"
47,https://www.pagina12.com.ar/529658-autocensura,Por Gustavo Sala,2023-03-07,Autocensura,BIfe angosto,,[]
48,https://www.pagina12.com.ar/527808-division-palermo-revisada,Por Alejandro Modarelli,2023-03-03,"División Palermo, el éxito de Netflix que eleva el debate alrededor de la corrección política","Escrita, actuada y dirigida por Santiago Korovsky","División Palermo pone en la mira la apropiación que hacen las derechas de los discursos llamados inclusivos. Es una comedia en clave policial sobre una Guardia Urbana formada por ""minorías"" que funcionan como maquillaje de las políticas represivas. Acierta cada vez que despeja las dudas entre el tema del chiste y el objeto de burla. ","['Netflix', 'División Palermo', 'Netflix', 'División Palermo']"
49,https://www.pagina12.com.ar/529877-violencia-en-rosario-con-la-policia-en-la-mira-exigen-una-re,No se pudo obtener el autor,2023-03-08,"Violencia en Rosario: con la policía en la mira, exigen una reforma de las fuerzas de seguridad",Apuntan a la connivencia por la avanzada narco,"""No hay manera de morigerar los niveles de violencia urbana que estamos viviendo sin esta intervención sobre la fuerza"", afirmó el diputado nacional del Frente de Todos y secretario general del PJ Santa Fe, Eduardo Toniolli.","['Rosario', 'Alberto Fernández', 'Narcotráfico', 'Santa Fe', 'Rosario', 'Alberto Fernández', 'Narcotráfico', 'Santa Fe']"
50,https://www.pagina12.com.ar/autores/399-andres-valenzuela,No se pudo obtener el autor,No se pudo obtener la fecha,Andrés Valenzuela,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
51,https://www.pagina12.com.ar/529505-familiares-y-organizaciones-feministas-exigen-condena-a-el-s,No se pudo obtener el autor,2023-03-07,Familiares y organizaciones feministas exigen condena a El Salvador por el caso de Beatriz,La joven a la que el Estado le negó la interrupción del embarazo para salvar su vida,El próximo 22 y 23 de marzo será el juicio ante la CorteIDH contra el Estado de El Salvador por el caso de Beatriz,"['El Salvador', 'aborto legal', 'El Salvador', 'aborto legal']"
52,https://www.pagina12.com.ar/autores/5284-marcelo-justo,No se pudo obtener el autor,No se pudo obtener la fecha,Marcelo Justo,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
53,https://www.pagina12.com.ar/529864-tras-los-pasos-del-che-como-cruzar-los-andes-pero-en-bicicle,Por Juan Ignacio Provéndola,2023-03-08,Tras los pasos del Che: cómo cruzar Los Andes (pero en bicicleta),Verano caliente #34 | La ruta elegida por Guevara y Granado en su célebre viaje en moto,"Un viaje de 64 kilómetros desde Puerto Pañuelo, a orillas del Nahuel Huapi, hasta quedar de cara al volcán Osorno, en Chile.","['Cordillera de los Andes', 'Che Guevara', 'Cordillera de los Andes', 'Che Guevara']"
54,https://www.pagina12.com.ar/527803-entrevista-a-valeria-licciardi-del-elenco-de-division-palerm,Por Matias Maximo,2023-03-03,"Valeria Licciardi cuenta cómo es ser Vivianne, la mujer trans de División Palermo (Netflix)","""La serie está rompiendo el cómo acercarse a ciertos temas"" ","En División Palermo Licciardi interpreta a Vivianne, una mujer trans a quien aceptan en la fuerza para aportar ""color identitario"" en las fotos que empapelan las calles de la ciudad.","['Netflix', 'División Palermo', 'Netflix', 'División Palermo']"
55,https://www.pagina12.com.ar/humor/rep/529712,No se pudo obtener el autor,No se pudo obtener la fecha,REP,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
56,https://www.pagina12.com.ar/529936-el-barcelona-jugara-con-un-logo-de-rosalia-el-clasico-contra,No se pudo obtener el autor,2023-03-08,"El Barcelona jugará con un logo de Rosalía el ""Clásico"" contra el Real Madrid",El próximo 19 de marzo,"Se trata de un cambio dentro del acuerdo con Spotify, su principal sponsor. Anteriormente, ya había sucedido un hecho parecido con el rapero Drake.","['FC Barcelona', 'FC Barcelona']"
57,https://www.pagina12.com.ar/527817-la-chica-del-vaticano-un-objeto-de-intercambio-entre-la-mafi,Por Ernesto Meccia,2023-03-03,"""La chica del Vaticano"" de Netflix: un objeto de intercambio entre la mafia y la santa sede",La desaparición de Emanuela Orlandi,"La chica del Vaticano relata la investigación por la desaparición de Emanuela Orlandi, una adolescente de 15 años. En la historia de este crimen ocurrido en la Italia de los 80 todo parecería indicar que la joven fue objeto de un intercambio entre la mafia y el Vaticano. Además de un ingenioso manejo del suspenso en el relato, la serie abre preguntas sobre cómo lo familiar se puede volver completamente siniestro.","['Netflix', 'Netflix']"
58,https://www.pagina12.com.ar/526459-osmar-maderna-un-gigante-del-tango,No se pudo obtener el autor,2023-02-27,Osmar Maderna: un gigante del tango,,Especial exlusivo por Adriana Varela,"['tango', 'tango argentino', 'tango', 'tango argentino']"
59,http://elplanetaurbano.com/,No se pudo obtener el autor,2023-03-06,Cuál es el nuevo rol del director creativo en la moda: de pensar prendas a crear conceptos,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
60,https://750.am/,No se pudo obtener el autor,No se pudo obtener la fecha,AM 750 | Una señal,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
61,https://www.pagina12.com.ar/autores/1856-mempo-giardinelli,No se pudo obtener el autor,No se pudo obtener la fecha,Mempo Giardinelli,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
62,https://www.pagina12.com.ar/528394-roberto-maida-sus-mejores-tangos,No se pudo obtener el autor,2023-03-03,Roberto Maida: sus mejores tangos,,A 117 años de su nacimiento,"['tango', 'tango']"
63,https://www.pagina12.com.ar/528182-el-futuro-de-edesur,Por Marcelo Justo,2023-03-05,¿El futuro de Edesur? ,La recuperación de servicios desde el ámbito municipal,"Hay más de 1600 compañías privadas de servicios en todo el mundo que fueron remunicipalizados. Son sobre todo de agua y energía. Los resultados son servicios más eficientes, más accesibles y menos costosos.","['Edesur', 'Edesur']"
64,https://www.pagina12.com.ar/suplementos/soy,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
65,https://www.pagina12.com.ar/autores/87263-demian-paredes,No se pudo obtener el autor,No se pudo obtener la fecha,Demian Paredes,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
66,https://www.pagina12.com.ar/529916-marcela-tigresa-acuna-la-democracia-es-algo-que-debemos-cuid,No se pudo obtener el autor,2023-03-08,"Marcela ""Tigresa"" Acuña: ""La democracia es algo que debemos cuidar""  ",Excampeona del mundo y primera boxeadora argentina profesional,,"['Marcela ""Tigresa"" Acuña', '#DíaInternacionaldelaMujer', 'Marcela ""Tigresa"" Acuña', '#DíaInternacionaldelaMujer']"
67,https://www.pagina12.com.ar/autores/1345-sonia-tessa,No se pudo obtener el autor,No se pudo obtener la fecha,Sonia Tessa,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
68,https://www.pagina12.com.ar/529970-el-engano-espiral-de-descenso-a-diversos-infiernos,Por Juan Pablo Cinelli,2023-03-09,"""El engaño"": espiral de descenso a diversos infiernos",Con dirección del tunecino Mehdi Barsaoui,"Aun con alegorías algo gruesas y retorcidas vueltas de tuerca, el director logra que el relato se vuelva atrapante. ","['Cine', 'Cine']"
69,https://www.pagina12.com.ar/529906-ataque-a-cristina-kirchner-la-camara-federal-pidio-elevar-a-,No se pudo obtener el autor,2023-03-08,Ataque a Cristina Kirchner: la Cámara Federal pidió elevar a juicio a los autores materiales del atentado,Los jueces rechazaron la prisión domiciliaria solicitada por Nicolás Carrizo,"Los jueces macristas Leopoldo Bruglia y Pablo Bertuzzi y Mariano Llorens solicitaron a la jueza María Eugenia Capuchetti que avance hacia un juicio oral para los tres imputados del caso: Fernando Sabag Montiel, Brenda Uliarte y Nicolás Carrizo. Sin embargo, los magistrados no hicieron énfasis a la investigación para conocer quiénes estuvieron detrás del intento de magnicidio.","['Atentado a Cristina Kirchner', 'Atentado a Cristina Kirchner']"
70,https://www.pagina12.com.ar/529988-reclamo-en-plaza-de-mayo-indulto-para-milagro-ya,No se pudo obtener el autor,2023-03-08,"Reclamo en Plaza de Mayo: ""Indulto para Milagro ya""","En el 8M, organizaciones sociales pidieron por la libertad de la dirigente detenida en Jujuy",,"['Milagro Sala', 'Milagro Sala']"
71,https://www.pagina12.com.ar/530041-una-pareja-fue-atacada-con-armas-blancas-por-su-orientacion-,No se pudo obtener el autor,2023-03-09,Una pareja fue atacada con armas blancas por su orientación sexual ,Homodio en La Rioja,"La pareja agredida asegura que había varios testigos presentes que “no hicieron absolutamente nada"". ",[]
72,https://www.pagina12.com.ar/529471-igualdad-de-genero-en-latinoamerica-avances-y-desafios-en-la,Por Dominique Galeano,2023-03-07,Igualdad de género en Latinoamérica: avances y desafíos en la región, Los principales hitos de los últimos años ,Un informe de ONU Mujeres destaca los avances en la ampliación de derechos y reconoce la creciente violencia política contras las mujeres latinoamericanas.,"['igualdad de género', 'Feminismo', 'aborto legal', 'Colombia', 'Honduras', 'Newsletter Causas', 'igualdad de género', 'Feminismo', 'aborto legal', 'Colombia', 'Honduras', 'Newsletter Causas']"
73,https://www.pagina12.com.ar/529963-un-cadete-del-ejercito-argentino-murio-mientras-realizaba-ad,No se pudo obtener el autor,2023-03-08,Un cadete del Ejército Argentino murió durante un entrenamiento en plena ola de calor,Lautaro Pilloud tenía 21 años,"El comunicado del Ejército informando el fallecimiento no precisó las causas de la muerte del joven, pero se dio a conocer que se había abierto una investigación interna, mientras que el expediente judicial tramita en Juzgado Federal en lo Criminal y Correccional N° 1 de San Martín.","['Ejército Argentino', 'Ejército Argentino']"
74,https://www.pagina12.com.ar/autores/84562-claudio-pombinho,No se pudo obtener el autor,No se pudo obtener la fecha,Claudio Pombinho,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
75,https://www.pagina12.com.ar/529686-el-profugo-pepin-rodriguez-simon-se-fue-de-punta-del-este,No se pudo obtener el autor,2023-03-08,"El prófugo ""Pepín"" Rodríguez Simón se fue de Punta del Este",Tras ser localizado en su casa de Uruguay,,[]
76,https://www.pagina12.com.ar/529950-comienza-c-3-d-un-ciclo-que-cruza-generos-y-estilos-musicale,Por Andrés Valenzuela,2023-03-09,"Comienza ""C3d"", un ciclo que cruza géneros y estilos musicales",Con la compra de la entrada para un show se puede acceder a dos,"Valen Bonetto inaugurará la serie de conciertos en Rondeman, que continuarán Verónica Condomí y Matías Betti (el 16), y Nicolás Guerschberg Trío (el 23).","['Valen Bonetto', 'Nicolás Guerschberg', 'Verónica Condomí', 'Valen Bonetto', 'Nicolás Guerschberg', 'Verónica Condomí']"
77,https://www.pagina12.com.ar/suplementos/rosario12,No se pudo obtener el autor,No se pudo obtener la fecha,No se pudo obtener el título,No se pudo obtener el subtitulo,No se pudo obtener el resumen,[]
78,https://www.pagina12.com.ar/529115-la-guerra-rusia-ucrania-minuto-a-minuto,No se pudo obtener el autor,2023-03-09,"🔴 En vivo. La guerra Rusia-Ucrania, minuto a minuto",Rusia lanzó un nuevo bombardeo masivo sobre Ucrania,"Rusia volvió a lanzar el jueves bombardeos masivos contra Ucrania, los más importantes desde hace semanas, en los que murieron una decena de personas y provocaron cortes de electricidad en varias provincias. La central nuclear de Zaporiyia perdió la conexión eléctrica.","['Conflicto Rusia Ucrania', 'Conflicto Rusia Ucrania']"
